MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,PRICE,AvgRoomsPerHousehold,AvgBedroomsPerHousehold,PopulationPerHousehold,RoomsPerBedroom
2.1202,52.0,4.052805280528053,0.966996699669967,648.0,2.1386138613861387,37.85,-122.27,1.555,1.8950617283950615,0.4521604938271605,303.0,4.1911262798634805
1.9911,50.0,5.343675417661098,1.0859188544152745,990.0,2.362768496420048,37.84,-122.26,1.587,2.2616161616161614,0.4595959595959595,418.99999999999994,4.920879120879121
2.6033,52.0,5.465454545454546,1.0836363636363635,690.0,2.5090909090909093,37.84,-122.27,1.629,2.1782608695652175,0.4318840579710144,275.0,5.043624161073827
1.3578,40.0,4.524096385542169,1.108433734939759,409.0,2.463855421686747,37.85,-122.27,1.475,1.8361858190709048,0.44987775061124696,166.0,4.081521739130435
1.7135,42.0,4.478142076502732,1.0027322404371584,929.0,2.5382513661202184,37.85,-122.27,1.598,1.7642626480086114,0.395048439181916,366.0,4.465940054495913
1.725,52.0,5.096234309623431,1.1317991631799162,1015.0,2.1234309623430963,37.84,-122.27,1.139,2.4,0.5330049261083744,478.0,4.502772643253235
2.1806,52.0,5.193846153846154,1.0369230769230768,853.0,2.624615384615385,37.84,-122.27,0.997,1.9788980070339977,0.39507620164126606,325.0,5.008902077151336
2.6,52.0,5.270142180094787,1.0355450236966826,1006.0,2.3838862559241707,37.84,-122.27,1.326,2.2107355864811136,0.4343936381709742,422.0,5.089244851258581
2.4038,41.0,4.495798319327731,1.0336134453781514,317.0,2.6638655462184877,37.85,-122.28,1.075,1.6876971608832805,0.38801261829652994,118.99999999999999,4.349593495934959
2.4597,49.0,4.728033472803348,1.0209205020920502,607.0,2.5397489539748954,37.85,-122.28,0.938,1.8616144975288307,0.40197693574958815,239.0,4.631147540983608
1.808,52.0,4.780856423173804,1.0604534005037782,1102.0,2.7758186397984885,37.85,-122.28,1.055,1.7223230490018153,0.382032667876588,397.0,4.5083135391924
1.6424,50.0,4.40169133192389,1.040169133192389,1131.0,2.3911205073995774,37.84,-122.28,1.089,1.8408488063660475,0.4350132625994695,472.99999999999994,4.2317073170731705
1.6875,52.0,4.703225806451613,1.032258064516129,395.0,2.548387096774193,37.84,-122.28,1.32,1.8455696202531648,0.40506329113924056,155.00000000000003,4.55625
1.9274,49.0,5.068783068783069,1.1825396825396826,863.0,2.2830687830687832,37.84,-122.28,1.223,2.220162224797219,0.5179606025492468,377.99999999999994,4.286353467561521
1.9615,52.0,4.882086167800454,1.090702947845805,1168.0,2.6485260770975056,37.84,-122.28,1.152,1.8433219178082192,0.4118150684931507,441.0,4.476091476091476
1.375,49.0,5.030395136778116,1.1124620060790271,754.0,2.291793313069909,37.83,-122.27,1.049,2.194960212201592,0.4854111405835543,329.0,4.52185792349727
2.7303,51.0,4.972014925373134,1.0708955223880596,1258.0,2.3470149253731343,37.83,-122.27,1.097,2.118441971383148,0.45627980922098565,536.0,4.642857142857143
1.4861,49.0,4.602272727272728,1.068181818181818,570.0,2.159090909090909,37.83,-122.27,0.972,2.1315789473684217,0.49473684210526303,264.0,4.308510638297874
1.0972,48.0,4.807486631016043,1.1550802139037433,987.0,2.6390374331550803,37.83,-122.27,1.045,1.8216818642350556,0.43768996960486317,374.0,4.162037037037037
1.4103,52.0,3.7493796526054592,0.967741935483871,901.0,2.235732009925558,37.83,-122.28,1.039,1.6770255271920091,0.43285238623751393,403.0,3.8743589743589744
3.48,52.0,4.757281553398058,1.0679611650485437,689.0,2.229773462783172,37.83,-122.26,1.914,2.133526850507982,0.47895500725689394,308.99999999999994,4.454545454545454
2.5898,52.0,3.4942528735632186,1.0272988505747127,1377.0,1.978448275862069,37.83,-122.26,1.76,1.7661583151779232,0.5192447349310094,696.0,3.4013986013986015
2.0978,52.0,4.215189873417722,1.0607594936708862,946.0,2.39493670886076,37.83,-122.26,1.554,1.760042283298097,0.4429175475687103,394.99999999999994,3.9737470167064437
1.025,49.0,3.772486772486773,1.0687830687830688,462.0,2.4444444444444446,37.84,-122.26,1.188,1.5432900432900434,0.4372294372294372,188.99999999999997,3.52970297029703
3.9643,52.0,4.797979797979798,1.02020202020202,467.0,2.3585858585858586,37.84,-122.26,1.888,2.0342612419700212,0.43254817987152033,198.0,4.702970297029703
3.0125,52.0,4.941780821917808,1.0650684931506849,660.0,2.26027397260274,37.83,-122.26,1.844,2.186363636363636,0.47121212121212114,292.0,4.639871382636656
2.6768,52.0,4.335078534031414,1.099476439790576,718.0,1.8795811518324608,37.83,-122.26,1.823,2.306406685236769,0.584958217270195,382.0,3.9428571428571426
2.026,50.0,3.700657894736842,1.0592105263157894,616.0,2.026315789473684,37.83,-122.26,1.425,1.8262987012987013,0.5227272727272727,304.0,3.4937888198757765
1.775,40.0,2.6875,1.0653409090909092,700.0,1.9886363636363635,37.82,-122.27,1.125,1.3514285714285714,0.5357142857142858,352.0,2.5226666666666664
1.5045,43.0,4.58968058968059,1.1203931203931203,1061.0,2.6068796068796067,37.82,-122.27,0.938,1.7606032045240343,0.4297832233741753,407.0,4.096491228070176
1.1108,41.0,4.473611111111111,1.1847222222222222,1959.0,2.720833333333333,37.82,-122.27,0.975,1.6442062276671774,0.4354262378764676,720.0,3.7760844079718643
1.2475,52.0,4.075,1.14,1162.0,2.905,37.82,-122.27,1.042,1.4027538726333908,0.39242685025817553,400.0,3.5745614035087723
1.6098,52.0,5.021459227467811,1.0085836909871244,701.0,3.0085836909871246,37.82,-122.28,0.875,1.6690442225392295,0.3352353780313837,233.0,4.9787234042553195
1.4113,52.0,4.295454545454546,1.1045454545454545,576.0,2.618181818181818,37.82,-122.28,0.831,1.6406250000000002,0.421875,220.0,3.8888888888888893
1.5057,52.0,4.77992277992278,1.111969111969112,622.0,2.4015444015444016,37.82,-122.28,0.875,1.990353697749196,0.4630225080385852,259.0,4.298611111111111
1.2171,52.0,4.5625,1.1217105263157894,1074.0,3.5328947368421053,37.82,-122.28,0.803,1.2914338919925512,0.3175046554934823,304.0,4.067448680351906
3.3929,52.0,5.994652406417113,1.1283422459893049,554.0,2.962566844919786,37.83,-122.29,0.757,2.0234657039711195,0.3808664259927798,187.0,5.312796208530806
1.1667,52.0,5.401069518716578,1.1176470588235294,604.0,3.229946524064171,37.81,-122.3,0.784,1.6721854304635762,0.34602649006622516,187.0,4.832535885167465
0.8056,48.0,4.382530120481928,1.0662650602409638,788.0,2.3734939759036147,37.81,-122.3,0.844,1.846446700507614,0.449238578680203,331.99999999999994,4.110169491525424
0.9802,46.0,4.584288052373159,1.0540098199672667,1823.0,2.983633387888707,37.81,-122.29,1.292,1.5364783324190894,0.3532638507953922,611.0,4.349378881987578
1.7719,26.0,6.047244094488189,1.1968503937007875,392.0,3.0866141732283463,37.81,-122.29,0.825,1.959183673469388,0.38775510204081637,127.0,5.052631578947368
0.7286,46.0,3.375451263537906,1.072202166064982,582.0,2.101083032490975,37.81,-122.29,0.952,1.606529209621993,0.5103092783505155,277.0,3.148148148148148
0.9241,17.0,2.8177676537585423,1.0523917995444192,762.0,1.735763097949886,37.81,-122.28,1.775,1.6233595800524938,0.6062992125984253,439.00000000000006,2.6774891774891776
2.4464,36.0,5.724950884086444,1.1041257367387034,1236.0,2.428290766208252,37.81,-122.28,1.021,2.357605177993527,0.45469255663430413,508.9999999999999,5.185053380782918
1.1111,19.0,5.830917874396135,1.173913043478261,721.0,3.483091787439613,37.81,-122.28,1.083,1.6740638002773929,0.3370319001386963,207.00000000000003,4.967078189300411
0.8026,23.0,5.369230769230769,1.1507692307692308,1054.0,3.243076923076923,37.81,-122.29,1.125,1.6555977229601515,0.3548387096774193,325.0,4.665775401069518
2.0114,38.0,4.412903225806452,1.135483870967742,344.0,2.2193548387096773,37.8,-122.28,1.313,1.988372093023256,0.5116279069767442,155.0,3.8863636363636367
1.5,17.0,3.1972318339100347,1.0,609.0,2.1072664359861597,37.81,-122.28,1.625,1.5172413793103445,0.4745484400656813,288.99999999999994,3.1972318339100347
1.1667,52.0,3.75,1.0,183.0,3.267857142857143,37.81,-122.27,1.125,1.1475409836065573,0.30601092896174864,56.0,3.75
1.5208,52.0,3.9080459770114944,1.1149425287356325,200.0,2.2988505747126435,37.81,-122.28,1.125,1.7000000000000002,0.48500000000000015,87.0,3.505154639175257
1.8088,35.0,5.609467455621302,1.0887573964497042,467.0,2.763313609467456,37.81,-122.28,1.188,2.0299785867237685,0.3940042826552462,168.99999999999997,5.1521739130434785
0.76,10.0,2.6515151515151514,1.0545454545454545,546.0,1.6545454545454543,37.81,-122.27,1.625,1.6025641025641026,0.6373626373626374,330.00000000000006,2.514367816091954
0.9722,10.0,2.6923076923076925,1.0769230769230769,125.0,3.2051282051282053,37.8,-122.27,1.375,0.84,0.33599999999999997,39.0,2.5000000000000004
2.0938,16.0,2.74585635359116,1.0828729281767957,800.0,2.209944751381216,37.8,-122.27,1.625,1.2424999999999997,0.48999999999999994,361.9999999999999,2.5357142857142856
2.6354,27.0,3.493377483443709,1.1490066225165565,718.0,2.377483443708609,37.79,-122.27,1.875,1.4693593314763231,0.4832869080779945,302.0,3.0403458213256482
2.8345,31.0,3.894915254237288,1.1279661016949152,2048.0,1.735593220338983,37.82,-122.26,1.838,2.244140625,0.64990234375,1180.0,3.453042824943651
2.0062,29.0,3.681318681318681,1.175824175824176,202.0,2.21978021978022,37.81,-122.26,1.25,1.6584158415841583,0.5297029702970298,91.0,3.1308411214953265
1.2185,22.0,2.9456,1.016,2024.0,1.6192,37.82,-122.26,1.7,1.8191699604743086,0.6274703557312253,1250.0,2.899212598425197
2.6104,37.0,3.707142857142857,1.1071428571428572,1838.0,1.8755102040816327,37.82,-122.26,1.931,1.9766050054406963,0.5903155603917302,980.0,3.348387096774193
2.4912,29.0,3.7248,1.1312,2304.0,1.8432,37.81,-122.25,2.578,2.0208333333333335,0.6137152777777778,1250.0,3.292786421499293
3.125,39.0,3.745614035087719,1.0614035087719298,389.0,1.706140350877193,37.81,-122.25,2.375,2.1953727506426732,0.6221079691516709,228.0,3.5289256198347108
2.5795,52.0,3.5154975530179446,1.1435562805872757,895.0,1.4600326264274062,37.81,-122.25,3.5,2.4078212290502794,0.7832402234636872,613.0,3.074179743223966
4.9306,52.0,6.184426229508197,0.9221311475409836,674.0,2.762295081967213,37.82,-122.24,3.134,2.238872403560831,0.33382789317507416,244.0,6.706666666666667
3.2727,52.0,4.442982456140351,1.0570175438596492,709.0,1.5548245614035088,37.81,-122.24,2.685,2.857545839210155,0.6798307475317349,456.0,4.203319502074689
3.1691,52.0,4.165876777251185,1.0900473933649288,686.0,1.6255924170616114,37.81,-122.25,2.594,2.5626822157434406,0.6705539358600583,422.0,3.821739130434783
3.9,52.0,4.848189415041783,1.0459610027855153,1444.0,2.011142061281337,37.82,-122.24,2.757,2.4106648199445986,0.5200831024930748,718.0000000000001,4.635153129161119
3.9063,28.0,4.160847880299252,1.0660847880299251,1520.0,1.8952618453865335,37.82,-122.25,2.25,2.1953947368421054,0.5625,802.0000000000001,3.902923976608187
5.0917,52.0,5.628458498023716,1.1422924901185771,550.0,2.1739130434782608,37.82,-122.25,2.625,2.5890909090909093,0.5254545454545455,253.0,4.927335640138408
2.6429,32.0,3.727005870841488,1.0743639921722117,1806.0,1.7671232876712328,37.82,-122.25,2.185,2.1090808416389817,0.6079734219269105,1022.0,3.46903460837887
3.0233,26.0,3.2530813475760065,0.9827444535743632,1749.0,1.4371405094494658,37.82,-122.25,2.55,2.26357918810749,0.6838193253287593,1217.0,3.310200668896321
3.1484,52.0,4.578034682080925,1.0770712909441231,939.0,1.8092485549132948,37.83,-122.25,2.241,2.5303514376996805,0.5953141640042597,519.0,4.2504472271914135
3.4722,35.0,3.822274881516588,1.014218009478673,675.0,1.599526066350711,37.83,-122.25,2.431,2.3896296296296295,0.6340740740740741,422.0,3.768691588785047
3.1429,52.0,4.3951890034364265,0.986254295532646,534.0,1.8350515463917525,37.83,-122.25,2.316,2.3951310861423223,0.5374531835205992,291.0,4.45644599303136
3.0897,52.0,4.040501446480231,1.0655737704918034,1786.0,1.7222757955641272,37.83,-122.25,2.341,2.346024636058231,0.6187010078387458,1037.0,3.7918552036199094
5.8596,50.0,6.742627345844504,1.0697050938337802,970.0,2.6005361930294906,37.84,-122.23,3.276,2.5927835051546393,0.41134020618556705,373.0,6.303258145363408
5.2868,47.0,6.546391752577319,0.936082474226804,1098.0,2.263917525773196,37.84,-122.23,3.476,2.8916211293260474,0.4134790528233151,485.0,6.993392070484582
5.956,41.0,6.851063829787234,1.0797872340425532,794.0,2.1117021276595747,37.83,-122.24,3.661,3.2443324937027707,0.5113350125944583,375.99999999999994,6.344827586206897
4.9643,37.0,7.1063829787234045,1.148936170212766,98.0,2.0851063829787235,37.85,-122.24,3.35,3.4081632653061225,0.5510204081632654,47.0,6.185185185185185
6.3434,52.0,6.947890818858561,1.01985111662531,1061.0,2.632754342431762,37.85,-122.23,3.736,2.639019792648445,0.38737040527803945,403.0,6.812652068126522
5.1773,52.0,6.358558558558559,1.0342342342342343,1177.0,2.120720720720721,37.84,-122.24,3.895,2.998300764655905,0.4876805437553101,555.0,6.148083623693379
7.2354,52.0,7.11716621253406,0.994550408719346,901.0,2.455040871934605,37.85,-122.24,3.911,2.8990011098779136,0.40510543840177576,367.0,7.156164383561644
5.457,28.0,5.5303347280334725,1.096234309623431,2031.0,2.1244769874476988,37.85,-122.22,3.373,2.6031511570654846,0.516001969473166,956.0,5.044847328244274
6.0194,44.0,5.735343383584589,1.0,1358.0,2.274706867671692,37.84,-122.21,2.923,2.5213549337260672,0.43961708394698085,597.0,5.735343383584589
6.0666,30.0,6.446064139941691,1.0087463556851313,844.0,2.4606413994169096,37.84,-122.2,3.115,2.6196682464454977,0.4099526066350711,343.0,6.390173410404624
7.0548,34.0,6.125,0.9879032258064516,1140.0,2.298387096774193,37.84,-122.21,3.259,2.664912280701755,0.4298245614035089,496.0000000000001,6.2
6.8976,34.0,6.6122715404699735,1.0287206266318538,1627.0,2.1240208877284594,37.83,-122.21,3.333,3.1130915795943452,0.4843269821757837,766.0,6.427664974619288
6.8538,29.0,6.657992565055762,1.0074349442379182,661.0,2.45724907063197,37.83,-122.19,3.689,2.709531013615734,0.4099848714069592,269.0,6.608856088560886
7.0175,37.0,6.982954545454546,1.0284090909090908,420.0,2.386363636363636,37.82,-122.2,3.667,2.926190476190477,0.43095238095238103,176.00000000000003,6.790055248618786
6.3302,39.0,7.54,1.068,1265.0,2.53,37.82,-122.2,3.628,2.9802371541501977,0.4221343873517787,500.00000000000006,7.059925093632958
7.0549,52.0,6.785714285714286,0.9514285714285714,813.0,2.322857142857143,37.82,-122.21,3.314,2.9212792127921277,0.40959409594095936,350.0,7.132132132132132
6.7851,45.0,6.957746478873239,1.0234741784037558,1067.0,2.504694835680751,37.81,-122.2,3.235,2.7778819119025306,0.408622305529522,426.0,6.798165137614679
2.8929,50.0,5.132246376811594,1.0960144927536233,1260.0,2.282608695652174,37.8,-122.21,2.167,2.2484126984126984,0.48015873015873023,552.0,4.6826446280991725
3.0812,38.0,4.628336755646817,1.0985626283367556,951.0,1.9527720739219712,37.8,-122.21,2.331,2.370136698212408,0.5625657202944269,487.0,4.213084112149533
5.2402,52.0,6.200892857142857,0.9464285714285714,510.0,2.2767857142857144,37.81,-122.21,2.964,2.7235294117647055,0.4156862745098039,224.0,6.55188679245283
6.5217,52.0,6.39935064935065,1.0876623376623376,765.0,2.4837662337662336,37.81,-122.22,2.737,2.5764705882352943,0.43790849673202614,308.0,5.88358208955224
3.2632,52.0,4.745652173913044,1.0108695652173914,1129.0,2.4543478260869565,37.8,-122.22,2.277,1.933569530558016,0.41186891054030117,460.0,4.694623655913978
3.0298,52.0,5.183673469387755,1.0521541950113378,1073.0,2.433106575963719,37.8,-122.22,1.996,2.1304753028890957,0.4324324324324324,441.0,4.926724137931035
4.5428,52.0,5.283495145631068,1.050485436893204,1185.0,2.300970873786408,37.8,-122.22,2.398,2.2962025316455694,0.4565400843881856,514.9999999999999,5.029574861367838
4.072,52.0,5.952941176470588,0.9970588235294118,756.0,2.223529411764706,37.81,-122.22,2.701,2.677248677248677,0.4484126984126984,340.0,5.9705014749262535
5.3509,52.0,5.65067178502879,1.0287907869481765,1034.0,1.9846449136276392,37.81,-122.22,3.021,2.8471953578336553,0.518375241779497,521.0,5.492537313432836
3.1603,52.0,4.429193899782135,1.0588235294117647,787.0,1.7145969498910676,37.8,-122.23,2.695,2.5832274459974585,0.6175349428208387,459.0,4.183127572016461
4.7708,52.0,6.727699530516432,1.0751173708920188,612.0,2.8732394366197185,37.81,-122.23,3.147,2.341503267973856,0.37418300653594766,213.0,6.25764192139738
6.8591,52.0,7.599388379204893,0.9571865443425076,953.0,2.914373088685015,37.81,-122.24,3.524,2.607555089192025,0.3284365162644281,327.0,7.939297124600639
6.0302,52.0,5.8203125,0.9296875,634.0,2.4765625,37.81,-122.24,2.873,2.3501577287066246,0.3753943217665615,256.0,6.260504201680672
2.7477,52.0,4.333333333333333,1.1387163561076603,918.0,1.9006211180124224,37.81,-122.24,2.438,2.27995642701525,0.5991285403050108,483.0,3.8054545454545456
2.1944,52.0,5.074285714285714,0.96,360.0,2.057142857142857,37.8,-122.24,2.115,2.466666666666667,0.4666666666666667,175.00000000000003,5.285714285714286
3.0149,52.0,4.276639344262295,1.0450819672131149,1197.0,2.4528688524590163,37.8,-122.25,2.184,1.743525480367586,0.4260651629072682,488.0,4.092156862745098
3.675,52.0,4.851351351351352,0.9691119691119692,1048.0,2.023166023166023,37.81,-122.24,2.699,2.3979007633587788,0.4790076335877863,518.0,5.00597609561753
3.225,46.0,4.326639892904953,1.1178045515394912,1373.0,1.8380187416331997,37.81,-122.25,2.188,2.3539694100509827,0.6081573197378003,746.9999999999999,3.8706586826347307
2.9345,42.0,4.059113300492611,1.0492610837438423,1715.0,1.6896551724137931,37.8,-122.25,2.25,2.4023323615160352,0.6209912536443148,1015.0,3.868544600938968
2.1429,43.0,3.2742382271468142,1.0969529085872576,1359.0,1.882271468144044,37.8,-122.25,2.5,1.7395143487858722,0.5827814569536425,722.0000000000001,2.984848484848485
1.6121,41.0,3.5617433414043584,1.1355932203389831,1062.0,2.571428571428572,37.8,-122.25,1.714,1.385122410546139,0.44161958568738224,412.9999999999999,3.136460554371002
1.3929,29.0,3.1927554980595083,1.1177231565329884,1335.0,1.7270375161707632,37.8,-122.25,1.938,1.848689138576779,0.6471910112359551,773.0,2.8564814814814814
2.3173,27.0,3.804195804195804,1.1468531468531469,1171.0,2.729603729603729,37.79,-122.24,1.25,1.393680614859095,0.4201537147736978,429.0000000000001,3.317073170731707
1.7772,45.0,3.882608695652174,1.1434782608695653,1475.0,3.2065217391304346,37.79,-122.25,0.975,1.2108474576271187,0.35661016949152546,460.0,3.3954372623574143
2.6458,50.0,3.209183673469388,0.9591836734693876,742.0,3.7857142857142856,37.79,-122.25,1.25,0.8477088948787064,0.25336927223719674,196.0,3.3457446808510647
2.181,52.0,3.68870523415978,1.0771349862258952,1086.0,2.9917355371900825,37.79,-122.25,1.388,1.2329650092081035,0.360036832412523,363.0,3.42455242966752
2.2303,36.0,3.0902394106813995,1.1160220994475138,1645.0,3.029465930018416,37.8,-122.25,1.167,1.0200607902735561,0.3683890577507599,543.0,2.7689768976897686
1.6504,43.0,3.639751552795031,1.0046583850931676,1710.0,2.6552795031055902,37.8,-122.25,1.518,1.3707602339181286,0.3783625730994152,644.0,3.6228748068006187
2.2697,52.0,4.368421052631579,1.0,731.0,3.206140350877193,37.8,-122.24,1.27,1.362517099863201,0.3119015047879617,228.0,4.368421052631579
2.1563,52.0,4.585014409221902,1.07492795389049,1118.0,3.2219020172910664,37.8,-122.24,1.286,1.423076923076923,0.33363148479427546,347.0,4.265415549597855
2.1348,52.0,4.734328358208956,1.1880597014925374,1006.0,3.002985074626866,37.8,-122.24,1.406,1.576540755467197,0.3956262425447316,335.0,3.9849246231155786
2.6292,47.0,3.693140794223827,1.0613718411552346,1213.0,2.1895306859205776,37.8,-122.24,1.827,1.686727122835944,0.4847485572959604,554.0,3.479591836734694
2.3833,52.0,4.638132295719845,1.1245136186770428,772.0,3.0038910505836576,37.8,-122.23,1.469,1.5440414507772022,0.3743523316062176,257.0,4.124567474048443
2.957,52.0,4.496259351620948,1.0473815461346634,1321.0,3.29426433915212,37.8,-122.24,1.228,1.364875094625284,0.31794095382286147,401.0,4.292857142857143
2.5238,49.0,4.192023633677991,1.106351550960118,1487.0,2.1964549483013296,37.8,-122.24,1.693,1.908540685944855,0.503698722259583,676.9999999999999,3.7890520694259013
1.9375,52.0,4.209677419354839,0.989247311827957,488.0,2.6236559139784945,37.8,-122.23,1.266,1.6045081967213117,0.3770491803278689,186.0,4.255434782608696
1.9028,51.0,4.056122448979592,1.0561224489795915,949.0,2.420918367346939,37.8,-122.23,1.279,1.6754478398314017,0.4362486828240251,391.99999999999994,3.840579710144929
2.25,50.0,4.20722891566265,1.1566265060240963,1149.0,2.7686746987951807,37.8,-122.23,1.235,1.5195822454308092,0.4177545691906005,415.0,3.6374999999999997
2.3929,52.0,4.471428571428572,1.0678571428571428,844.0,3.0142857142857142,37.8,-122.23,1.119,1.4834123222748818,0.3542654028436019,280.0,4.187290969899666
2.9357,52.0,4.327669902912621,0.95873786407767,1659.0,4.026699029126213,37.79,-122.23,1.079,1.0747438215792646,0.23809523809523814,412.00000000000006,4.513924050632911
1.8854,30.0,3.798479087452472,1.0038022813688212,1011.0,3.844106463878327,37.79,-122.23,1.375,0.9881305637982197,0.2611275964391691,263.0,3.7840909090909096
2.1638,39.0,3.776349614395887,1.1079691516709511,1464.0,3.763496143958869,37.79,-122.24,1.055,1.0034153005464481,0.29439890710382516,389.0,3.4083526682134573
3.375,52.0,4.011904761904762,1.0714285714285714,647.0,3.851190476190476,37.79,-122.24,1.161,1.0417310664605874,0.2782071097372489,168.00000000000003,3.7444444444444445
2.2542,43.0,4.554621848739496,1.0532212885154062,1284.0,3.596638655462185,37.79,-122.24,1.122,1.2663551401869158,0.29283489096573206,357.0,4.324468085106383
1.6,39.0,3.747967479674797,1.048780487804878,381.0,3.097560975609756,37.79,-122.25,1.125,1.20997375328084,0.33858267716535434,123.0,3.5736434108527133
3.625,52.0,3.973568281938326,1.0440528634361232,846.0,3.7268722466960353,37.79,-122.25,1.25,1.0661938534278959,0.28014184397163117,227.0,3.8059071729957807
1.6929,20.0,3.510355029585799,1.1523668639053255,1659.0,2.45414201183432,37.8,-122.26,1.15,1.430379746835443,0.46955997588908976,675.9999999999999,3.046213093709884
1.6471,52.0,2.833333333333333,0.927536231884058,520.0,3.768115942028986,37.77,-122.22,0.95,0.7519230769230768,0.24615384615384614,138.0,3.0546874999999996
2.59,52.0,4.38996138996139,1.162162162162162,866.0,3.343629343629344,37.77,-122.22,0.964,1.312933025404157,0.3475750577367205,258.99999999999994,3.7774086378737546
2.57,52.0,4.202185792349726,1.1256830601092895,612.0,3.344262295081968,37.77,-122.23,0.72,1.2565359477124178,0.3366013071895424,182.99999999999997,3.733009708737864
2.6429,52.0,3.746031746031746,1.1587301587301588,415.0,3.293650793650793,37.78,-122.23,0.713,1.1373493975903617,0.35180722891566274,126.00000000000003,3.2328767123287667
1.4886,50.0,4.0251572327044025,1.1111111111111112,1525.0,3.19706498951782,37.78,-122.22,1.288,1.2590163934426228,0.3475409836065574,477.0,3.622641509433962
1.9338,43.0,3.2420091324200917,1.0776255707762556,1506.0,3.4383561643835616,37.78,-122.23,1.125,0.9428950863213813,0.31341301460823373,438.0,3.008474576271187
1.4844,52.0,3.8666666666666663,1.011764705882353,1008.0,3.952941176470589,37.78,-122.23,1.194,0.9781746031746029,0.2559523809523809,254.99999999999997,3.821705426356589
2.293,49.0,5.365296803652968,0.9908675799086758,859.0,3.922374429223744,37.79,-122.23,1.063,1.3678696158323633,0.25261932479627475,219.0,5.414746543778802
2.1494,37.0,4.479923518164436,1.0975143403441685,1608.0,3.074569789674952,37.79,-122.22,1.325,1.457089552238806,0.35696517412935336,523.0,4.081881533101044
1.6198,30.0,4.357142857142857,1.0357142857142858,425.0,3.0357142857142856,37.79,-122.23,1.227,1.4352941176470588,0.34117647058823536,140.0,4.206896551724137
1.3281,40.0,5.054347826086956,1.0815217391304348,564.0,3.065217391304348,37.79,-122.23,1.133,1.6489361702127656,0.3528368794326241,183.99999999999997,4.673366834170854
3.5156,44.0,5.466911764705882,1.1544117647058822,961.0,3.5330882352941178,37.79,-122.22,1.095,1.5473465140478668,0.32674297606659725,272.0,4.735668789808917
3.9048,52.0,4.998540145985402,1.0072992700729928,2273.0,3.318248175182482,37.79,-122.22,1.647,1.506379234491861,0.3035635723713155,685.0,4.96231884057971
3.0893,52.0,3.907692307692308,0.9743589743589745,600.0,3.076923076923077,37.79,-122.21,1.25,1.27,0.31666666666666665,195.0,4.010526315789473
2.6042,46.0,4.489563567362429,1.0910815939278935,1647.0,3.1252371916508537,37.79,-122.22,1.247,1.4365513054037644,0.34911961141469333,527.0,4.114782608695653
2.5,49.0,4.306603773584905,1.0613207547169812,1201.0,2.832547169811321,37.79,-122.22,1.367,1.520399666944213,0.37468776019983346,424.0,4.057777777777777
